x_value,total_1,total_2
1665,3145,1806
1666,3151,1804
1667,3151,1804
1668,3159,1807
1669,3165,1813
1670,3160,1808
1671,3160,1805
1672,3157,1805
1673,3165,1804
1674,3168,1800
1675,3172,1805
1676,3176,1806
1677,3182,1812
1678,3188,1809
1679,3184,1811
1680,3188,1817
1681,3184,1823
1682,3185,1825
1683,3184,1829
1684,3192,1824
1685,3199,1824
1686,3201,1827
1687,3205,1828
1688,3200,1827
1689,3202,1831
1690,3198,1827
1691,3199,1827
1692,3195,1832
1693,3198,1836
1694,3200,1840
1695,3198,1842
1696,3197,1843
1697,3196,1846
1698,3196,1852
1699,3197,1855
1700,3197,1854
1701,3198,1859
1702,3202,1858
1703,3208,1858
1704,3209,1863
1705,3207,1862
1706,3201,1863
1707,3199,1864
1708,3205,1868
1709,3203,1872
1710,3202,1877
1711,3208,1877
1712,3216,1876
1713,3217,1871
1714,3223,1871
1715,3223,1868
1716,3224,1869
1717,3220,1866
1718,3218,1869
1719,3215,1869
1720,3210,1864
1721,3211,1860
1722,3210,1865
1723,3209,1868
1724,3216,1864
1725,3210,1865
1726,3204,1870
1727,3210,1867
1728,3217,1862
1729,3216,1858
1730,3216,1859
1731,3210,1856
1732,3213,1856
1733,3207,1854
1734,3202,1859
1735,3196,1861
1736,3194,1867
1737,3202,1868
1738,3201,1866
1739,3206,1865
1740,3212,1871
1741,3208,1874
1742,3213,1874
1743,3209,1880
1744,3206,1881
1745,3203,1886
1746,3199,1885
1747,3194,1887
1748,3201,1892
1749,3202,1896
1750,3207,1896
1751,3212,1893
1752,3211,1897
1753,3216,1895
1754,3223,1897
1755,3231,1895
1756,3229,1892
1757,3227,1897
1758,3234,1894
1759,3241,1900
1760,3240,1904
1761,3236,1903
1762,3231,1909
1763,3238,1907
1764,3239,1910
1765,3239,1910
1766,3241,1911
1767,3242,1911
1768,3237,1911
1769,3233,1913
1770,3233,1912
1771,3232,1913
1772,3237,1916
1773,3241,1918
1774,3236,1924
1775,3236,1921
1776,3241,1926
1777,3237,1925
1778,3232,1931
1779,3230,1936
1780,3225,1931
1781,3225,1930
1782,3224,1925
1783,3226,1920
1784,3223,1924
1785,3228,1926
1786,3235,1926
1787,3241,1931
1788,3249,1932
1789,3255,1934
1790,3256,1931
1791,3261,1927
1792,3256,1933
1793,3263,1933
1794,3258,1939
1795,3264,1938
1796,3258,1941
1797,3253,1943
1798,3249,1944
1799,3245,1947
1800,3245,1944
1801,3247,1940
1802,3242,1937
1803,3245,1936
1804,3253,1936
1805,3250,1932
1806,3252,1931
1807,3251,1936
1808,3253,1935
1809,3261,1932
1810,3258,1934
1811,3260,1938
1812,3262,1934
1813,3256,1937
1814,3262,1941
1815,3265,1940
1816,3265,1935
1817,3272,1936
1818,3275,1938
1819,3282,1938
1820,3288,1937
1821,3295,1937
1822,3302,1939
1823,3305,1934
1824,3308,1940
1825,3306,1945
1826,3306,1946
1827,3311,1949
1828,3307,1947
1829,3313,1952
1830,3317,1951
1831,3313,1946
1832,3317,1952
1833,3322,1955
1834,3323,1959
1835,3328,1964
1836,3324,1966
1837,3321,1972
1838,3316,1977
1839,3317,1982
1840,3318,1984
1841,3316,1986
1842,3310,1992
1843,3317,1991
1844,3321,1994
1845,3326,1996
1846,3320,1997
1847,3317,2002
1848,3312,2004
1849,3309,1999
1850,3311,2001
1851,3312,1999
1852,3315,2002
1853,3315,2001
1854,3314,1998
1855,3312,2001
1856,3306,2005
1857,3304,2003
1858,3303,2004
1859,3304,2004
1860,3300,2009
1861,3294,2009
1862,3302,2015
1863,3305,2012
1864,3303,2014
1865,3303,2020
1866,3306,2020
1867,3310,2015
1868,3304,2016
1869,3307,2017
1870,3310,2023
1871,3306,2028
1872,3308,2032
1873,3313,2038
1874,3314,2044
1875,3317,2050
1876,3314,2053
1877,3321,2048
1878,3315,2045
1879,3317,2050
1880,3315,2049
1881,3317,2051
1882,3322,2056
1883,3319,2054
1884,3316,2059
1885,3312,2054
1886,3309,2054
1887,3315,2060
1888,3318,2061
1889,3323,2061
1890,3328,2063
1891,3330,2062
1892,3329,2058
1893,3324,2055
1894,3330,2061
1895,3327,2065
1896,3326,2064
1897,3324,2061
1898,3332,2067
1899,3337,2072
1900,3333,2074
1901,3341,2070
1902,3337,2074
1903,3333,2069
1904,3327,2064
1905,3334,2067
1906,3328,2062
1907,3324,2066
1908,3325,2061
1909,3331,2065
1910,3327,2068
1911,3334,2073
1912,3330,2068
1913,3334,2074
1914,3342,2072
1915,3344,2075
1916,3349,2076
1917,3357,2082
1918,3355,2078
1919,3354,2081
1920,3358,2086
1921,3354,2089
1922,3348,2093
1923,3343,2090
1924,3350,2087
1925,3346,2092
1926,3343,2093
1927,3343,2095
1928,3344,2095
1929,3344,2096
1930,3341,2092
1931,3337,2089
1932,3334,2092
1933,3338,2094
1934,3332,2093
1935,3331,2097
1936,3339,2101
1937,3346,2096
1938,3351,2102
1939,3346,2103
1940,3353,2100
1941,3355,2102
1942,3360,2099
1943,3364,2099
1944,3359,2101
1945,3354,2096
1946,3361,2095
1947,3367,2094
1948,3375,2091
1949,3383,2091
1950,3378,2088
1951,3382,2085
1952,3385,2088
1953,3391,2094
1954,3396,2097
1955,3395,2097
1956,3399,2101
1957,3400,2096
1958,3400,2092
1959,3407,2089
1960,3412,2091
1961,3410,2092
1962,3409,2087
1963,3410,2090
1964,3418,2093
1965,3418,2099
1966,3415,2105
1967,3419,2102
1968,3415,2100
1969,3422,2097
1970,3421,2100
1971,3421,2096
1972,3425,2097
1973,3430,2094
1974,3428,2093
1975,3423,2093
1976,3428,2090
1977,3428,2092
1978,3431,2087
1979,3430,2083
1980,3428,2085
1981,3430,2082
1982,3437,2086
1983,3431,2088
1984,3431,2083
1985,3426,2085
1986,3427,2081
1987,3433,2087
1988,3439,2087
1989,3436,2083
1990,3435,2079
1991,3437,2074
1992,3431,2077
1993,3436,2074
1994,3443,2074
1995,3442,2079
1996,3449,2082
1997,3457,2084
1998,3464,2086
1999,3467,2087
2000,3470,2092
2001,3468,2095
2002,3476,2098
2003,3477,2095
2004,3479,2093
2005,3476,2095
2006,3471,2095
2007,3472,2100
2008,3470,2101
2009,3477,2107
2010,3478,2104
2011,3475,2107
2012,3469,2112
2013,3477,2112
2014,3472,2108
2015,3467,2112
2016,3470,2108
2017,3469,2107
2018,3463,2106
2019,3464,2109
2020,3463,2105
2021,3462,2106
2022,3463,2105
2023,3470,2104
2024,3477,2100
2025,3474,2104
2026,3481,2102
2027,3486,2106
2028,3480,2107
2029,3475,2103
2030,3473,2104
2031,3467,2100
2032,3465,2096
2033,3470,2102
2034,3477,2097
2035,3481,2103
2036,3486,2098
2037,3493,2099
2038,3498,2099
2039,3503,2098
2040,3504,2101
2041,3509,2103
2042,3504,2102
2043,3502,2106
2044,3503,2103
2045,3504,2104
2046,3498,2105
2047,3497,2108
2048,3495,2113
2049,3490,2110
2050,3487,2111
2051,3487,2117
2052,3486,2122
2053,3486,2124
2054,3488,2123
2055,3491,2126
2056,3499,2124
2057,3500,2126
2058,3505,2126
2059,3501,2122
2060,3501,2124
2061,3495,2125
2062,3491,2131
2063,3485,2128
2064,3491,2131
2065,3491,2137
2066,3490,2140
2067,3484,2144
2068,3489,2142
2069,3493,2140
2070,3498,2146
2071,3501,2145
2072,3505,2143
2073,3510,2139
2074,3518,2134
2075,3520,2135
2076,3525,2139
2077,3523,2137
2078,3530,2142
2079,3533,2138
2080,3539,2141
2081,3537,2142
2082,3545,2145
2083,3547,2147
2084,3541,2150
2085,3535,2147
2086,3537,2143
2087,3543,2142
2088,3543,2144
2089,3550,2147
2090,3553,2153
2091,3549,2156
2092,3545,2160
2093,3540,2161
2094,3536,2167
2095,3541,2167
2096,3542,2162
2097,3541,2164
2098,3548,2166
2099,3549,2166
2100,3556,2164
2101,3560,2164
2102,3557,2167
2103,3551,2163
2104,3549,2161
2105,3552,2161
2106,3560,2165
2107,3560,2160
2108,3556,2166
2109,3551,2165
2110,3555,2164
2111,3563,2164
2112,3558,2169
2113,3565,2165
2114,3572,2161
2115,3567,2161
2116,3568,2160
2117,3569,2164
2118,3575,2162
2119,3580,2168
2120,3581,2170
2121,3576,2171
2122,3575,2167
2123,3569,2173
2124,3563,2178
2125,3571,2178
2126,3568,2175
2127,3570,2173
2128,3574,2172
2129,3573,2176
2130,3568,2178
2131,3568,2184
2132,3568,2190
2133,3566,2192
2134,3571,2190
2135,3567,2195
2136,3568,2192
2137,3572,2197
2138,3571,2196
2139,3575,2196
2140,3575,2191
2141,3576,2196
2142,3576,2199
2143,3584,2197
2144,3584,2203
2145,3588,2207
2146,3587,2212
2147,3583,2209
2148,3586,2215
2149,3580,2210
2150,3577,2209
2151,3580,2205
2152,3578,2211
2153,3578,2215
2154,3583,2219
2155,3583,2217
2156,3585,2219
2157,3579,2223
2158,3582,2221
2159,3582,2216
2160,3588,2214
2161,3591,2218
2162,3589,2215
2163,3596,2220
2164,3593,2223
2165,3594,2228
2166,3600,2234
2167,3603,2230
2168,3604,2226
2169,3601,2223
2170,3607,2229
2171,3606,2230
2172,3614,2235
2173,3613,2234
2174,3617,2236
2175,3616,2240
2176,3619,2241
2177,3622,2241
2178,3616,2242
2179,3618,2246
2180,3620,2243
2181,3619,2239
2182,3623,2235
2183,3629,2232
2184,3632,2227
2185,3629,2228
2186,3635,2231
2187,3643,2226
2188,3642,2229
2189,3646,2233
2190,3654,2235
2191,3661,2233
2192,3659,2231
2193,3667,2230
2194,3666,2230
2195,3666,2231
2196,3672,2235
2197,3667,2237
2198,3662,2239
2199,3656,2239
2200,3663,2240
2201,3660,2241
2202,3661,2243
2203,3668,2249
2204,3676,2245
2205,3677,2246
2206,3682,2252
2207,3678,2251
2208,3685,2253
2209,3686,2250
2210,3687,2252
2211,3684,2256
2212,3678,2255
2213,3682,2254
2214,3679,2259
2215,3676,2260
2216,3676,2255
2217,3670,2259
2218,3665,2257
2219,3672,2260
2220,3671,2261
2221,3668,2266
2222,3669,2268
2223,3677,2274
2224,3671,2280
2225,3676,2286
2226,3670,2283
2227,3678,2278
2228,3686,2275
2229,3686,2281
2230,3690,2283
2231,3684,2285
2232,3689,2284
2233,3696,2290
2234,3690,2295
2235,3691,2290
2236,3688,2294
2237,3694,2293
2238,3693,2288
2239,3688,2291
2240,3685,2292
2241,3683,2290
2242,3678,2296
2243,3673,2295
2244,3674,2297
2245,3674,2295
2246,3670,2296
2247,3671,2291
2248,3678,2297
2249,3672,2299
2250,3674,2301
2251,3669,2299
2252,3671,2301
2253,3666,2305
2254,3670,2311
2255,3675,2306
2256,3675,2305
2257,3673,2302
2258,3677,2305
2259,3674,2302
2260,3679,2299
2261,3677,2301
2262,3677,2302
2263,3679,2308
2264,3680,2314
2265,3679,2314
2266,3679,2313
2267,3677,2318
2268,3681,2316
2269,3677,2318
2270,3675,2323
2271,3679,2320
2272,3680,2319
2273,3681,2320
2274,3688,2323
2275,3687,2328
2276,3682,2333
2277,3684,2338
2278,3682,2334
2279,3677,2330
2280,3682,2333
2281,3687,2328
2282,3681,2329
2283,3686,2330
2284,3690,2329
2285,3694,2335
2286,3696,2331
2287,3693,2327
2288,3689,2326
2289,3695,2332
2290,3694,2335
2291,3698,2332
2292,3697,2335
2293,3705,2330
2294,3713,2334
2295,3715,2331
2296,3717,2327
2297,3725,2332
2298,3731,2335
2299,3734,2340
2300,3740,2336
2301,3742,2332
2302,3749,2335
2303,3748,2336
2304,3747,2331
2305,3743,2333
2306,3741,2336
2307,3742,2340
2308,3739,2342
2309,3744,2345
2310,3751,2340
2311,3758,2338
2312,3764,2338
2313,3772,2335
2314,3772,2334
2315,3771,2336
2316,3777,2341
2317,3780,2343
2318,3787,2340
2319,3788,2342
2320,3794,2343
2321,3796,2339
2322,3794,2339
2323,3796,2337
2324,3799,2342
2325,3804,2340
2326,3804,2336
2327,3807,2339
2328,3802,2337
2329,3807,2342
2330,3807,2341
2331,3814,2336
2332,3810,2340
2333,3817,2343
2334,3818,2348
2335,3817,2352
2336,3825,2354
2337,3822,2354
2338,3820,2354
2339,3820,2351
2340,3821,2347
2341,3820,2345
2342,3828,2345
2343,3830,2347
2344,3831,2342
2345,3833,2340
2346,3831,2344
2347,3831,2340
2348,3833,2345
2349,3833,2343
2350,3832,2347
2351,3838,2342
2352,3846,2338
2353,3846,2335
2354,3843,2335
2355,3850,2331
2356,3845,2337
2357,3847,2334
2358,3849,2330
2359,3847,2325
2360,3845,2321
2361,3840,2321
2362,3846,2319
2363,3854,2324
2364,3849,2329
2365,3843,2327
2366,3849,2325
2367,3853,2323
2368,3851,2328
2369,3858,2334
2370,3854,2340
2371,3851,2341
2372,3856,2345
2373,3863,2342
2374,3870,2337
2375,3872,2339
2376,3867,2335
2377,3864,2337
2378,3860,2339
2379,3859,2339
2380,3856,2345
2381,3857,2345
2382,3851,2340
2383,3854,2336
2384,3857,2336
2385,3856,2338
2386,3862,2340
2387,3869,2339
2388,3867,2342
2389,3873,2339
2390,3870,2340
2391,3875,2339
2392,3875,2337
2393,3877,2333
2394,3877,2329
2395,3885,2331
2396,3884,2337
2397,3882,2338
2398,3888,2334
2399,3889,2337
2400,3884,2335
2401,3885,2341
2402,3890,2347
2403,3884,2342
2404,3885,2348
2405,3893,2351
2406,3888,2354
2407,3891,2359
2408,3886,2362
2409,3891,2366
2410,3896,2371
2411,3891,2367
2412,3897,2362
2413,3899,2362
2414,3906,2361
2415,3911,2363
2416,3910,2367
2417,3909,2368
2418,3917,2367
2419,3918,2364
2420,3912,2370
2421,3908,2374
2422,3906,2374
2423,3913,2378
2424,3908,2378
2425,3915,2378
2426,3916,2375
2427,3913,2380
2428,3915,2381
2429,3923,2385
2430,3927,2385
2431,3926,2382
2432,3927,2378
2433,3925,2376
2434,3923,2372
2435,3917,2377
2436,3913,2372
2437,3911,2372
2438,3912,2369
2439,3909,2373
2440,3914,2375
2441,3908,2374
2442,3902,2370
2443,3901,2366
2444,3902,2368
2445,3910,2371
2446,3918,2369
2447,3923,2364
2448,3930,2367
2449,3927,2369
2450,3931,2368
2451,3936,2365
2452,3942,2364
2453,3940,2362
2454,3946,2366
2455,3943,2371
2456,3939,2374
2457,3938,2374
2458,3938,2370
2459,3942,2366
2460,3942,2362
2461,3939,2364
2462,3934,2369
2463,3939,2366
2464,3946,2362
2465,3952,2364
2466,3957,2369
2467,3964,2374
2468,3960,2371
2469,3964,2371
2470,3971,2372
2471,3976,2372
2472,3974,2371
2473,3968,2368
2474,3965,2365
2475,3961,2368
2476,3968,2368
2477,3969,2372
2478,3965,2376
2479,3965,2377
2480,3970,2376
2481,3970,2381
2482,3968,2376
2483,3971,2379
2484,3977,2378
2485,3980,2377
2486,3977,2374
2487,3985,2369
2488,3987,2370
2489,3991,2374
2490,3995,2374
2491,3989,2377
2492,3991,2381
2493,3999,2378
2494,3997,2376
2495,3993,2377
2496,3993,2374
2497,3994,2378
2498,4000,2384
2499,4007,2379
2500,4008,2384
2501,4014,2383
2502,4017,2388
2503,4012,2388
2504,4006,2394
2505,4008,2394
2506,4002,2395
2507,3998,2391
2508,3997,2390
2509,4000,2388
2510,3994,2383
2511,3998,2384
2512,3993,2383
2513,3992,2378
2514,3991,2379
2515,3992,2375
2516,3996,2371
2517,3993,2368
2518,3997,2367
2519,3991,2363
2520,3999,2360
2521,4002,2359
2522,4010,2358
2523,4011,2362
2524,4015,2364
2525,4021,2363
2526,4015,2361
2527,4013,2367
2528,4011,2367
2529,4011,2363
2530,4007,2358
2531,4009,2358
2532,4013,2357
2533,4019,2362
2534,4013,2364
2535,4013,2362
2536,4014,2358
2537,4017,2360
2538,4018,2364
2539,4024,2362
2540,4018,2364
2541,4016,2365
2542,4010,2371
2543,4016,2374
2544,4017,2374
2545,4019,2369
2546,4015,2374
2547,4013,2369
2548,4018,2370
2549,4021,2375
2550,4024,2379
2551,4022,2374
2552,4020,2378
2553,4020,2378
2554,4017,2373
2555,4016,2369
2556,4023,2366
2557,4020,2371
2558,4016,2372
2559,4013,2376
2560,4017,2373
2561,4023,2374
2562,4028,2372
2563,4034,2375
2564,4031,2374
2565,4026,2378
2566,4034,2373
2567,4042,2372
2568,4043,2369
2569,4050,2371
2570,4047,2377
2571,4041,2373
2572,4040,2374
2573,4043,2379
2574,4051,2374
2575,4046,2377
2576,4051,2383
2577,4054,2389
2578,4055,2386
2579,4063,2384
2580,4063,2379
2581,4067,2380
2582,4065,2384
2583,4063,2388
2584,4060,2390
2585,4067,2390
2586,4063,2395
2587,4062,2400
2588,4058,2398
2589,4052,2397
2590,4048,2395
2591,4052,2400
2592,4048,2406
2593,4056,2405
2594,4054,2406
2595,4049,2408
2596,4052,2408
2597,4056,2404
2598,4052,2407
2599,4058,2410
2600,4055,2412
2601,4060,2411
2602,4061,2415
2603,4064,2415
2604,4059,2413
2605,4053,2411
2606,4057,2415
2607,4059,2418
2608,4058,2424
2609,4061,2428
2610,4068,2425
2611,4066,2421
2612,4070,2425
2613,4069,2424
2614,4066,2419
2615,4064,2418
2616,4068,2416
2617,4070,2413
2618,4064,2413
2619,4063,2415
2620,4066,2410
2621,4065,2413
2622,4066,2417
2623,4065,2421
2624,4062,2416
2625,4062,2419
2626,4062,2425
2627,4066,2423
2628,4069,2424
2629,4065,2420
2630,4068,2415
2631,4066,2412
2632,4061,2416
2633,4066,2411
2634,4061,2417
2635,4063,2412
2636,4065,2408
2637,4071,2413
2638,4079,2416
2639,4087,2416
2640,4086,2422
2641,4094,2428
2642,4097,2424
2643,4102,2430
2644,4097,2429
2645,4094,2428
2646,4094,2423
2647,4100,2418
2648,4101,2419
2649,4108,2414
2650,4105,2418
2651,4109,2418
2652,4108,2416
2653,4115,2419
2654,4110,2422
2655,4117,2423
2656,4117,2426
2657,4118,2427
2658,4117,2430
2659,4121,2426
2660,4124,2424
2661,4123,2424
2662,4125,2419
2663,4130,2419
2664,4124,2421
2665,4128,2424
2666,4134,2423
2667,4140,2420
2668,4135,2423
2669,4143,2429
2670,4145,2433
2671,4150,2436
2672,4158,2442
2673,4161,2447
2674,4156,2445
2675,4156,2447
2676,4155,2446
2677,4152,2449
2678,4156,2450
2679,4153,2455
2680,4152,2461
2681,4149,2456
2682,4155,2455
2683,4154,2455
2684,4153,2458
2685,4160,2463
2686,4167,2467
2687,4163,2473
2688,4169,2479
2689,4163,2480
2690,4157,2484
2691,4156,2488
2692,4151,2486
2693,4157,2484
2694,4158,2490
2695,4159,2495
2696,4164,2497
2697,4172,2494
2698,4179,2490
2699,4184,2494
2700,4182,2491
2701,4189,2493
2702,4184,2488
2703,4191,2487
2704,4195,2490
2705,4191,2485
2706,4191,2481
2707,4193,2478
2708,4192,2481
2709,4187,2486
2710,4190,2483
2711,4190,2486
2712,4196,2488
2713,4196,2491
2714,4191,2491
2715,4196,2497
2716,4194,2499
2717,4190,2497
2718,4186,2492
2719,4194,2487
2720,4188,2483
2721,4186,2486
2722,4184,2485
2723,4181,2491
2724,4182,2496
2725,4185,2491
2726,4182,2491
2727,4188,2494
2728,4185,2500
2729,4179,2498
2730,4182,2501
2731,4183,2503
2732,4177,2506
2733,4177,2509
2734,4183,2504
2735,4183,2505
2736,4182,2509
2737,4184,2514
2738,4191,2513
2739,4199,2518
2740,4197,2521
2741,4193,2525
2742,4199,2522
2743,4197,2523
2744,4196,2521
2745,4200,2525
2746,4198,2520
2747,4198,2515
2748,4192,2511
2749,4190,2512
2750,4197,2511
2751,4194,2508
2752,4192,2507
2753,4191,2506
2754,4188,2511
2755,4187,2516
2756,4192,2520
2757,4194,2523
2758,4199,2527
2759,4193,2524
2760,4201,2528
2761,4206,2523
2762,4202,2523
2763,4201,2521
2764,4205,2523
2765,4205,2528
2766,4206,2534
2767,4205,2531
2768,4207,2528
2769,4209,2525
2770,4210,2529
2771,4211,2525
2772,4210,2531
2773,4215,2528
2774,4220,2531
2775,4216,2534
2776,4219,2539
2777,4215,2534
2778,4210,2529
2779,4217,2527
2780,4219,2526
2781,4226,2532
2782,4228,2529
2783,4223,2534
2784,4217,2530
2785,4217,2529
2786,4211,2528
2787,4210,2524
2788,4217,2527
2789,4211,2528
2790,4215,2532
2791,4220,2532
2792,4225,2535
2793,4231,2539
2794,4233,2536
2795,4239,2541
2796,4233,2546
2797,4235,2543
2798,4241,2538
2799,4241,2536
2800,4248,2533
2801,4251,2529
2802,4257,2533
2803,4259,2531
2804,4257,2530
2805,4256,2533
2806,4264,2533
2807,4265,2532
2808,4267,2533
2809,4261,2529
2810,4256,2535
2811,4258,2530
2812,4265,2527
2813,4273,2529
2814,4273,2531
2815,4271,2536
2816,4268,2534
2817,4270,2535
2818,4269,2536
2819,4270,2532
2820,4272,2529
2821,4270,2535
2822,4276,2534
2823,4276,2530
2824,4280,2531
2825,4287,2532
2826,4282,2528
2827,4276,2532
2828,4282,2528
2829,4284,2530
2830,4281,2528
2831,4275,2529
2832,4282,2533
2833,4281,2530
2834,4277,2527
2835,4276,2525
2836,4275,2522
2837,4270,2525
2838,4265,2524
2839,4267,2523
2840,4266,2521
2841,4270,2521
2842,4265,2524
2843,4265,2530
2844,4263,2532
2845,4270,2535
2846,4275,2532
2847,4280,2537
2848,4287,2541
2849,4289,2545
2850,4283,2551
2851,4284,2547
2852,4278,2543
2853,4278,2549
2854,4279,2550
2855,4284,2555
2856,4278,2550
2857,4274,2551
2858,4269,2557
2859,4272,2559
2860,4277,2559
2861,4284,2556
2862,4287,2562
2863,4287,2563
2864,4295,2565
2865,4294,2561
2866,4300,2562
2867,4294,2567
2868,4299,2572
2869,4299,2573
2870,4303,2576
2871,4303,2573
2872,4306,2577
2873,4302,2575
2874,4297,2580
2875,4298,2581
2876,4305,2582
2877,4299,2587
2878,4303,2588
2879,4302,2587
2880,4310,2593
2881,4317,2595
2882,4316,2594
2883,4315,2594
2884,4314,2597
2885,4319,2603
2886,4324,2606
2887,4322,2604
2888,4321,2600
2889,4327,2595
2890,4334,2599
2891,4331,2595
2892,4331,2591
2893,4332,2594
2894,4326,2590
2895,4332,2587
2896,4327,2586
2897,4322,2587
2898,4330,2588
2899,4329,2594
2900,4337,2600
2901,4340,2596
2902,4337,2596
2903,4336,2599
2904,4336,2598
2905,4341,2597
2906,4340,2600
2907,4348,2604
2908,4353,2606
2909,4357,2601
2910,4363,2597
2911,4359,2592
2912,4358,2595
2913,4359,2595
2914,4367,2599
2915,4372,2599
2916,4377,2601
2917,4382,2596
2918,4378,2591
2919,4380,2591
2920,4379,2596
2921,4374,2595
2922,4368,2592
2923,4364,2595
2924,4367,2593
2925,4364,2599
2926,4368,2604
2927,4368,2604
2928,4374,2607
2929,4370,2612
2930,4375,2607
2931,4371,2603
2932,4367,2599
2933,4375,2604
2934,4380,2604
2935,4383,2599
2936,4380,2599
2937,4379,2595
2938,4379,2591
2939,4377,2593
2940,4374,2589
2941,4379,2588
2942,4385,2592
2943,4379,2592
2944,4387,2589
2945,4386,2594
2946,4391,2599
2947,4399,2597
2948,4404,2597
2949,4408,2602
2950,4414,2604
2951,4412,2610
2952,4415,2607
2953,4409,2604
2954,4403,2608
2955,4399,2612
2956,4395,2610
2957,4393,2615
2958,4398,2610
2959,4399,2607
2960,4397,2613
2961,4391,2614
2962,4393,2616
2963,4390,2614
2964,4390,2618
2965,4391,2617
2966,4397,2619
2967,4393,2617
2968,4399,2621
2969,4400,2627
2970,4402,2624
2971,4410,2627
2972,4413,2622
2973,4411,2625
2974,4413,2624
2975,4419,2628
2976,4423,2634
2977,4425,2636
2978,4423,2631
2979,4422,2629
2980,4420,2629
2981,4420,2632
2982,4427,2630
2983,4426,2630
2984,4425,2635
2985,4430,2641
2986,4429,2647
2987,4424,2645
2988,4424,2650
2989,4424,2646
2990,4432,2644
2991,4438,2647
2992,4438,2651
2993,4442,2655
2994,4447,2657
2995,4441,2654
2996,4444,2656
2997,4442,2658
2998,4441,2660
2999,4435,2665
3000,4440,2667
3001,4445,2670
3002,4440,2665
3003,4442,2661
3004,4441,2663
3005,4435,2665
3006,4432,2665
3007,4435,2671
3008,4440,2667
3009,4444,2665
3010,4445,2665
3011,4441,2668
3012,4435,2673
3013,4437,2672
3014,4434,2677
3015,4442,2676
3016,4436,2680
3017,4431,2681
3018,4430,2684
3019,4437,2679
3020,4435,2678
3021,4442,2676
3022,4437,2681
3023,4440,2681
3024,4442,2681
3025,4437,2676
3026,4442,2673
3027,4449,2669
3028,4446,2667
3029,4450,2671
3030,4451,2674
3031,4451,2669
3032,4453,2669
3033,4461,2673
3034,4469,2674
3035,4469,2673
3036,4474,2678
3037,4472,2682
3038,4475,2688
3039,4478,2693
3040,4484,2689
3041,4484,2689
3042,4490,2694
3043,4485,2696
3044,4488,2701
3045,4494,2703
3046,4501,2703
3047,4495,2707
3048,4497,2711
3049,4504,2717
3050,4502,2713
3051,4498,2713
3052,4506,2714
3053,4514,2717
3054,4510,2713
3055,4506,2711
3056,4513,2713
3057,4509,2717
3058,4517,2721
3059,4516,2722
3060,4513,2719
3061,4507,2714
3062,4511,2711
3063,4508,2711
3064,4503,2707
3065,4506,2705
3066,4502,2710
3067,4510,2708
3068,4514,2711
3069,4512,2711
3070,4513,2711
3071,4507,2706
3072,4510,2705
3073,4507,2706
3074,4515,2704
3075,4523,2699
3076,4524,2701
3077,4523,2706
3078,4523,2709
3079,4530,2705
3080,4535,2703
3081,4538,2703
3082,4540,2706
3083,4547,2709
3084,4554,2712
3085,4558,2713
3086,4552,2713
3087,4549,2715
3088,4548,2711
3089,4544,2713
3090,4545,2709
3091,4553,2713
3092,4554,2710
3093,4558,2712
3094,4553,2712
3095,4558,2715
3096,4555,2717
3097,4558,2719
3098,4553,2714
3099,4558,2712
3100,4552,2713
3101,4556,2716
3102,4551,2715
3103,4549,2716
3104,4548,2717
3105,4543,2723
3106,4537,2728
3107,4536,2726
3108,4531,2727
3109,4539,2733
3110,4547,2738
3111,4542,2736
3112,4537,2742
3113,4542,2745
3114,4543,2744
3115,4545,2741
3116,4543,2742
3117,4548,2737
3118,4543,2737
3119,4546,2736
3120,4546,2734
3121,4550,2740
3122,4555,2740
3123,4560,2742
3124,4568,2740
3125,4567,2737
3126,4563,2743
3127,4561,2740
3128,4563,2744
3129,4570,2747
3130,4571,2749
3131,4566,2744
3132,4571,2744
3133,4579,2747
3134,4582,2747
3135,4581,2746
3136,4586,2743
3137,4582,2740
3138,4578,2744
3139,4575,2743
3140,4571,2745
3141,4577,2742
3142,4585,2748
3143,4582,2744
3144,4587,2741
3145,4593,2740
3146,4590,2741
3147,4586,2742
3148,4582,2742
3149,4579,2743
3150,4577,2746
3151,4585,2745
3152,4586,2745
3153,4585,2742
3154,4584,2737
3155,4581,2739
3156,4583,2736
3157,4583,2731
3158,4577,2735
3159,4580,2738
3160,4579,2736
3161,4576,2734
3162,4572,2738
3163,4580,2743
3164,4583,2745
3165,4590,2743
3166,4595,2743
3167,4595,2739
3168,4601,2740
3169,4608,2736
3170,4611,2738
3171,4616,2734
3172,4624,2736
3173,4632,2734
3174,4627,2731
3175,4625,2732
3176,4626,2731
3177,4621,2732
3178,4621,2738
3179,4616,2733
3180,4610,2739
3181,4616,2742
3182,4616,2742
3183,4610,2742
3184,4612,2741
3185,4614,2745
3186,4613,2750
3187,4611,2753
3188,4610,2756
3189,4606,2761
3190,4605,2761
3191,4608,2762
3192,4605,2768
3193,4606,2766
3194,4609,2769
3195,4612,2765
3196,4618,2763
3197,4621,2759
3198,4616,2762
3199,4621,2763
3200,4622,2760
3201,4620,2757
3202,4616,2757
3203,4622,2760
3204,4617,2755
3205,4623,2758
3206,4619,2758
3207,4627,2759
3208,4622,2759
3209,4617,2757
3210,4613,2760
3211,4610,2756
3212,4611,2752
3213,4605,2748
3214,4607,2745
3215,4611,2751
3216,4605,2748
3217,4608,2751
3218,4607,2753
