id,country_name,league_name,season,stage,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BSH,BSD,BSA,diff_goals,target
20213,Scotland,Scotland Premier League,2010/2011,19,2010-12-26 00:00:00,Hibernian,Aberdeen,1,2,1.8,3.5,4.5,1.8,3.5,4.33,-1,1
20215,Scotland,Scotland Premier League,2010/2011,19,2010-12-26 00:00:00,Inverness Caledonian Thistle,St. Mirren,1,2,1.67,3.75,5.0,1.67,3.75,5.0,-1,1
2590,England,England Premier League,2010/2011,19,2010-12-27 00:00:00,Arsenal,Chelsea,3,1,2.63,3.2,2.75,2.62,3.2,2.75,2,1
2610,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,Sunderland,Blackpool,0,2,1.62,3.75,6.0,1.57,3.75,6.0,-2,1
2611,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,Tottenham Hotspur,Newcastle United,2,0,1.53,4.0,6.5,1.44,4.0,7.0,2,1
2612,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,West Ham United,Everton,1,1,3.4,3.2,2.25,2.88,3.3,2.3,0,0
2613,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,Manchester City,Aston Villa,4,0,1.44,4.2,8.0,1.5,3.8,6.5,4,1
2614,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,Birmingham City,Manchester United,1,1,6.5,4.33,1.5,6.0,3.8,1.53,0,0
2615,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,West Bromwich Albion,Blackburn Rovers,1,3,1.83,3.5,4.5,1.91,3.2,4.2,-2,1
2616,England,England Premier League,2010/2011,20,2010-12-28 00:00:00,Stoke City,Fulham,0,2,1.83,3.4,4.75,1.91,3.3,4.0,-2,1
629,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-29 00:00:00,Club Brugge KV,Sporting Charleroi,5,0,1.2,6.5,13.0,1.2,5.5,11.0,5,1
631,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-29 00:00:00,Beerschot AC,KAS Eupen,0,0,1.95,3.5,3.75,1.91,3.3,3.5,0,0
635,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-29 00:00:00,KV Kortrijk,RSC Anderlecht,0,2,3.8,3.6,1.91,3.4,3.3,1.95,-2,1
636,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-29 00:00:00,Lierse SK,KVC Westerlo,2,1,2.88,3.2,2.5,2.6,3.2,2.4,1,1
2609,England,England Premier League,2010/2011,20,2010-12-29 00:00:00,Liverpool,Wolverhampton Wanderers,0,1,1.33,5.0,10.0,1.29,5.0,10.0,-1,1
2617,England,England Premier League,2010/2011,20,2010-12-29 00:00:00,Wigan Athletic,Arsenal,2,2,6.5,4.2,1.5,6.0,3.8,1.53,0,0
2618,England,England Premier League,2010/2011,20,2010-12-29 00:00:00,Chelsea,Bolton Wanderers,1,0,1.29,5.5,11.0,1.29,5.0,10.0,1,1
20222,Scotland,Scotland Premier League,2010/2011,20,2010-12-29 00:00:00,Celtic,Motherwell,1,0,1.29,5.25,10.0,1.3,4.75,10.0,1,1
20223,Scotland,Scotland Premier League,2010/2011,20,2010-12-29 00:00:00,Hibernian,Dundee United,2,2,2.5,3.3,2.75,2.5,3.25,2.7,0,0
20225,Scotland,Scotland Premier League,2010/2011,20,2010-12-29 00:00:00,Inverness Caledonian Thistle,Kilmarnock,1,3,2.25,3.25,3.2,2.1,3.3,3.3,-2,1
20226,Scotland,Scotland Premier League,2010/2011,20,2010-12-29 00:00:00,St. Mirren,Heart of Midlothian,0,2,4.0,3.4,1.91,3.75,3.4,1.91,-2,1
20227,Scotland,Scotland Premier League,2010/2011,20,2010-12-29 00:00:00,Hamilton Academical FC,Aberdeen,0,1,2.5,3.3,2.75,2.4,3.25,2.8,-1,1
633,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-30 00:00:00,SV Zulte-Waregem,KAA Gent,2,2,3.2,3.4,2.2,2.8,3.25,2.25,0,0
634,Belgium,Belgium Jupiler League,2010/2011,22,2010-12-30 00:00:00,Sporting Lokeren,KRC Genk,2,2,3.3,3.5,2.1,2.88,3.25,2.2,0,0
2619,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Liverpool,Bolton Wanderers,2,1,1.7,3.75,5.0,1.7,3.5,5.0,1,1
2620,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Sunderland,Blackburn Rovers,3,0,1.83,3.5,4.5,1.83,3.4,4.2,3,1
2621,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Tottenham Hotspur,Fulham,1,0,1.4,4.5,8.5,1.4,4.2,8.0,1,1
2622,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,West Ham United,Wolverhampton Wanderers,2,0,2.0,3.4,3.8,2.05,3.25,3.6,2,1
2623,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Manchester City,Blackpool,1,0,1.29,5.5,10.0,1.25,5.5,11.0,1,1
2624,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Birmingham City,Arsenal,0,3,5.5,3.6,1.67,5.0,3.6,1.67,-3,1
2625,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,West Bromwich Albion,Manchester United,1,2,6.0,4.2,1.53,6.5,4.0,1.5,-1,1
2626,England,England Premier League,2010/2011,21,2011-01-01 00:00:00,Stoke City,Everton,2,0,2.63,3.2,2.75,2.62,3.2,2.62,2,1
20229,Scotland,Scotland Premier League,2010/2011,21,2011-01-01 00:00:00,Heart of Midlothian,Hibernian,1,0,1.62,4.0,5.0,1.67,3.6,5.0,1,1
20231,Scotland,Scotland Premier League,2010/2011,21,2011-01-01 00:00:00,Aberdeen,Dundee United,1,1,2.75,3.3,2.5,2.62,3.3,2.5,0,0
20233,Scotland,Scotland Premier League,2010/2011,21,2011-01-01 00:00:00,Hamilton Academical FC,Motherwell,0,0,3.0,3.4,2.3,2.88,3.3,2.3,0,0
2627,England,England Premier League,2010/2011,21,2011-01-02 00:00:00,Wigan Athletic,Newcastle United,0,1,2.5,3.2,2.9,2.5,3.25,2.75,-1,1
2628,England,England Premier League,2010/2011,21,2011-01-02 00:00:00,Chelsea,Aston Villa,3,3,1.25,5.5,13.0,1.25,5.0,13.0,0,0
20228,Scotland,Scotland Premier League,2010/2011,21,2011-01-02 00:00:00,Rangers,Celtic,0,2,2.0,3.3,3.75,2.0,3.4,3.5,-2,1
20230,Scotland,Scotland Premier League,2010/2011,21,2011-01-02 00:00:00,St. Johnstone FC,Inverness Caledonian Thistle,1,0,2.6,3.25,2.7,2.6,3.3,2.5,1,1
22360,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-02 00:00:00,Sevilla FC,CA Osasuna,1,0,1.62,3.75,5.5,1.67,3.75,4.75,1,1
22362,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-02 00:00:00,Valencia CF,RCD Espanyol,2,1,1.62,3.75,5.5,1.62,3.75,5.25,1,1
22363,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-02 00:00:00,FC Barcelona,Levante UD,2,1,1.06,11.0,29.0,1.06,11.0,26.0,1,1
22364,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-02 00:00:00,Athletic Club de Bilbao,RC Deportivo de La Coruña,1,2,1.67,3.5,5.5,1.67,3.6,5.0,-1,1
22365,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-02 00:00:00,Real Sporting de Gijón,Málaga CF,1,2,2.2,3.3,3.25,2.15,3.3,3.25,-1,1
20232,Scotland,Scotland Premier League,2010/2011,21,2011-01-03 00:00:00,St. Mirren,Kilmarnock,0,2,2.88,3.4,2.38,3.0,3.3,2.25,-2,1
22358,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-03 00:00:00,Villarreal CF,UD Almería,2,0,1.44,4.33,7.0,1.4,4.33,7.5,2,1
22359,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-03 00:00:00,Getafe CF,Real Madrid CF,2,3,10.0,5.25,1.29,10.0,5.0,1.29,-1,1
22361,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-03 00:00:00,Real Zaragoza,Real Sociedad,2,1,2.2,3.4,3.2,2.15,3.3,3.2,1,1
22366,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-03 00:00:00,Atlético Madrid,Racing Santander,0,0,1.44,4.33,7.0,1.44,4.2,7.0,0,0
22367,Spain,Spain LIGA BBVA,2010/2011,17,2011-01-03 00:00:00,RCD Mallorca,Hércules Club de Fútbol,3,0,1.83,3.4,4.5,1.8,3.4,4.33,3,1
2629,England,England Premier League,2010/2011,22,2011-01-04 00:00:00,Manchester United,Stoke City,2,1,1.25,5.75,12.0,1.29,5.0,10.0,1,1
2633,England,England Premier League,2010/2011,22,2011-01-04 00:00:00,Blackpool,Birmingham City,1,2,2.3,3.25,3.25,2.3,3.25,3.0,-1,1
2638,England,England Premier League,2010/2011,22,2011-01-04 00:00:00,Fulham,West Bromwich Albion,3,0,2.2,3.25,3.4,2.2,3.2,3.25,3,1
2630,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Arsenal,Manchester City,0,0,1.91,3.6,4.0,2.0,3.25,3.75,0,0
2631,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Wolverhampton Wanderers,Chelsea,1,0,8.0,4.2,1.44,6.5,4.33,1.44,1,1
2632,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Bolton Wanderers,Wigan Athletic,1,1,1.73,3.6,5.0,1.67,3.5,5.4,0,0
2634,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Aston Villa,Sunderland,0,1,2.2,3.25,3.4,2.2,3.25,3.2,-1,1
2635,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Everton,Tottenham Hotspur,2,1,2.63,3.25,2.75,2.75,3.25,2.5,1,1
2636,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Newcastle United,West Ham United,5,0,1.83,3.6,4.33,1.91,3.4,3.8,5,1
2637,England,England Premier League,2010/2011,22,2011-01-05 00:00:00,Blackburn Rovers,Liverpool,3,1,3.4,3.25,2.2,3.1,3.25,2.25,2,1
11107,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Genoa,Lazio,0,0,2.38,3.0,3.25,2.3,3.1,3.1,0,0
11108,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Palermo,Sampdoria,3,0,1.91,3.3,4.2,1.83,3.4,4.33,3,1
11109,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Lecce,Bari,0,1,2.3,3.1,3.3,2.3,3.0,3.25,-1,1
11110,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Juventus,Parma,1,4,1.44,4.0,8.0,1.44,4.0,8.0,-3,1
11111,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Brescia,Cesena,1,2,1.91,3.2,4.33,1.91,3.1,4.33,-1,1
11112,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Inter,Napoli,3,1,1.8,3.4,4.6,1.8,3.4,4.6,2,1
11113,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Cagliari,Milan,0,1,4.33,3.25,1.91,4.2,3.3,1.91,-1,1
11114,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Bologna,Fiorentina,1,1,2.88,2.9,2.7,2.7,3.0,2.7,0,0
11115,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Roma,Catania,4,2,1.5,4.0,7.0,1.4,4.2,8.5,2,1
11116,Italy,Italy Serie A,2010/2011,18,2011-01-06 00:00:00,Udinese,Chievo Verona,2,0,1.75,3.4,5.0,1.75,3.4,4.75,2,1
18177,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-07 00:00:00,Portimonense,Vitória Setúbal,3,4,2.4,3.2,3.0,2.5,3.0,2.7,-1,1
18170,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-08 00:00:00,FC Porto,CS Marítimo,4,1,1.17,6.75,17.0,1.17,6.0,12.0,3,1
18171,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-08 00:00:00,Sporting CP,SC Braga,2,1,1.91,3.25,4.2,1.91,3.2,3.75,1,1
22371,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-08 00:00:00,Real Sociedad,Sevilla FC,2,3,2.8,3.25,2.5,2.7,3.25,2.6,-1,1
22374,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-08 00:00:00,RC Deportivo de La Coruña,FC Barcelona,0,4,13.0,6.5,1.2,13.0,6.0,1.22,-4,1
22375,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-08 00:00:00,Málaga CF,Athletic Club de Bilbao,1,1,2.25,3.4,3.1,2.2,3.3,3.2,0,0
11117,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Bari,Bologna,0,2,2.15,3.2,3.5,2.05,3.1,3.8,-2,1
11118,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Parma,Cagliari,1,2,2.1,3.1,3.75,2.15,3.1,3.5,-1,1
11119,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Cesena,Genoa,0,0,3.1,3.1,2.4,3.0,3.1,2.38,0,0
11120,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Sampdoria,Roma,2,1,3.1,3.1,2.4,2.88,3.1,2.5,1,1
11121,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Napoli,Juventus,3,0,2.25,3.25,3.2,2.25,3.25,3.1,3,1
11122,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Catania,Inter,1,2,3.75,3.3,2.0,4.2,3.2,1.91,-1,1
11123,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Lazio,Lecce,1,2,1.36,4.6,8.5,1.4,4.33,8.0,-1,1
11124,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Milan,Udinese,4,4,1.44,4.2,7.5,1.44,4.2,7.0,0,0
11125,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Chievo Verona,Palermo,0,0,2.5,3.2,2.88,2.5,3.2,2.75,0,0
11126,Italy,Italy Serie A,2010/2011,19,2011-01-09 00:00:00,Fiorentina,Brescia,3,2,1.5,3.9,7.0,1.5,4.0,6.5,1,1
18172,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-09 00:00:00,Vitória Guimarães,Naval 1° de Maio,1,2,1.5,3.75,7.5,1.5,3.75,6.0,-1,1
18173,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-09 00:00:00,Rio Ave FC,S.C. Olhanense,0,1,2.25,3.0,3.5,2.25,3.0,3.1,-1,1
18174,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-09 00:00:00,"União de Leiria, SAD",SL Benfica,0,3,5.25,3.6,1.67,4.75,3.4,1.67,-3,1
18175,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-09 00:00:00,CD Nacional,SC Beira Mar,0,0,1.91,3.25,4.2,1.91,3.2,3.75,0,0
18176,Portugal,Portugal Liga ZON Sagres,2010/2011,15,2011-01-09 00:00:00,Académica de Coimbra,FC Paços de Ferreira,0,0,2.3,3.1,3.25,2.38,3.0,2.88,0,0
22368,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,RCD Mallorca,UD Almería,4,1,1.73,3.4,4.5,1.75,3.5,4.5,3,1
22369,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,Real Madrid CF,Villarreal CF,4,2,1.29,5.5,10.0,1.3,5.0,10.0,2,1
22370,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,CA Osasuna,Getafe CF,0,0,2.25,3.25,3.2,2.3,3.3,3.0,0,0
22372,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,RCD Espanyol,Real Zaragoza,4,0,1.73,3.6,4.75,1.83,3.4,4.33,4,1
22373,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,Levante UD,Valencia CF,0,1,4.33,3.4,1.85,4.0,3.5,1.85,-1,1
22376,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-09 00:00:00,Racing Santander,Real Sporting de Gijón,1,1,1.91,3.4,4.0,1.95,3.4,3.8,0,0
22377,Spain,Spain LIGA BBVA,2010/2011,18,2011-01-10 00:00:00,Hércules Club de Fútbol,Atlético Madrid,4,1,2.9,3.25,2.4,3.0,3.3,2.3,3,1
2598,England,England Premier League,2010/2011,19,2011-01-12 00:00:00,Blackpool,Liverpool,2,1,3.8,3.75,1.91,3.75,3.5,1.91,1,1
20199,Scotland,Scotland Premier League,2010/2011,17,2011-01-12 00:00:00,Dundee United,Motherwell,2,0,2.1,3.4,3.4,2.1,3.3,3.3,2,1
20209,Scotland,Scotland Premier League,2010/2011,18,2011-01-12 00:00:00,Hamilton Academical FC,Celtic,1,1,11.0,5.0,1.29,10.0,5.0,1.3,0,0
8504,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-14 00:00:00,Bayer 04 Leverkusen,Borussia Dortmund,1,3,2.38,3.4,2.88,2.4,3.25,2.8,-2,1
18185,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-14 00:00:00,Portimonense,SC Braga,0,3,5.5,3.5,1.67,4.75,3.4,1.67,-3,1
2642,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,West Ham United,Arsenal,0,3,6.0,4.0,1.57,6.0,3.75,1.57,-3,1
2643,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,Manchester City,Wolverhampton Wanderers,4,3,1.33,5.0,10.0,1.29,5.0,10.0,1,1
2645,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,West Bromwich Albion,Blackpool,3,2,1.8,3.6,4.5,1.8,3.5,4.33,1,1
2646,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,Stoke City,Bolton Wanderers,2,0,2.1,3.25,3.75,2.15,3.2,3.4,2,1
2647,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,Wigan Athletic,Fulham,1,1,2.5,3.25,2.88,2.5,3.2,2.75,0,0
2648,England,England Premier League,2010/2011,23,2011-01-15 00:00:00,Chelsea,Blackburn Rovers,2,0,1.29,5.5,11.0,1.25,5.5,11.0,2,1
5649,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,AJ Auxerre,AS Monaco,1,1,1.83,3.25,4.75,1.91,3.2,4.0,0,0
5650,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Stade Brestois 29,SM Caen,1,3,1.91,3.2,4.33,1.95,3.2,3.75,-2,1
5651,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,RC Lens,AS Saint-Étienne,2,1,2.5,3.0,3.0,2.4,3.1,2.88,1,1
5652,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Olympique Lyonnais,FC Lorient,3,0,1.5,4.0,7.0,1.5,3.75,6.5,3,1
5654,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Montpellier Hérault SC,Valenciennes FC,2,1,1.91,3.2,4.33,1.91,3.25,3.8,1,1
5655,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,OGC Nice,LOSC Lille,0,2,4.33,3.2,1.91,3.5,3.25,2.0,-2,1
5656,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Paris Saint-Germain,FC Sochaux-Montbéliard,2,1,1.5,4.0,7.0,1.5,3.75,6.5,1,1
5657,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Stade Rennais FC,AC Arles-Avignon,4,0,1.36,4.5,9.0,1.36,4.33,8.0,4,1
5658,France,France Ligue 1,2010/2011,20,2011-01-15 00:00:00,Toulouse FC,AS Nancy-Lorraine,1,0,2.1,3.2,3.6,2.05,3.25,3.4,1,1
8502,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,FC Schalke 04,Hamburger SV,0,1,2.1,3.4,3.4,2.15,3.25,3.3,-1,1
8503,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,SV Werder Bremen,TSG 1899 Hoffenheim,2,1,2.0,3.5,3.6,2.0,3.3,3.5,1,1
8505,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,VfB Stuttgart,1. FSV Mainz 05,1,0,1.95,3.4,3.8,1.91,3.4,3.75,1,1
8506,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,VfL Wolfsburg,FC Bayern Munich,1,1,5.0,3.6,1.7,4.5,3.6,1.73,0,0
8508,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,1. FC Nürnberg,Borussia Mönchengladbach,0,1,2.0,3.5,3.6,2.0,3.4,3.5,-1,1
8510,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-15 00:00:00,FC St. Pauli,SC Freiburg,2,2,2.3,3.3,3.1,2.3,3.25,3.0,0,0
11139,Italy,Italy Serie A,2010/2011,20,2011-01-15 00:00:00,Napoli,Fiorentina,0,0,1.7,3.4,5.5,1.73,3.4,5.0,0,0
11141,Italy,Italy Serie A,2010/2011,20,2011-01-15 00:00:00,Inter,Bologna,4,1,1.3,4.75,12.0,1.3,4.75,11.0,3,1
18179,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-15 00:00:00,Sporting CP,FC Paços de Ferreira,2,3,1.36,4.5,9.0,1.33,4.5,7.5,-1,1
18180,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-15 00:00:00,Vitória Guimarães,S.C. Olhanense,1,0,1.8,3.4,4.75,1.67,3.4,4.75,1,1
20234,Scotland,Scotland Premier League,2010/2011,22,2011-01-15 00:00:00,Rangers,Hamilton Academical FC,4,0,1.15,7.0,17.0,1.14,7.0,15.0,4,1
20236,Scotland,Scotland Premier League,2010/2011,22,2011-01-15 00:00:00,Motherwell,Inverness Caledonian Thistle,0,0,2.1,3.4,3.4,2.1,3.3,3.25,0,0
20237,Scotland,Scotland Premier League,2010/2011,22,2011-01-15 00:00:00,Hibernian,Celtic,0,3,8.0,4.5,1.4,7.0,4.33,1.4,-3,1
20238,Scotland,Scotland Premier League,2010/2011,22,2011-01-15 00:00:00,Kilmarnock,St. Johnstone FC,1,1,2.0,3.4,3.75,1.83,3.4,4.0,0,0
20239,Scotland,Scotland Premier League,2010/2011,22,2011-01-15 00:00:00,Aberdeen,St. Mirren,2,0,1.83,3.5,4.33,1.73,3.5,4.5,2,1
22379,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Villarreal CF,CA Osasuna,4,2,1.53,3.8,6.5,1.5,4.0,6.5,2,1
22380,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Getafe CF,Real Sociedad,0,4,1.8,3.25,5.0,1.75,3.5,4.5,-4,1
22381,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Sevilla FC,RCD Espanyol,1,2,1.73,3.5,5.0,1.73,3.5,4.75,-1,1
22382,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Real Zaragoza,Levante UD,1,0,1.91,3.4,4.0,1.83,3.4,4.33,1,1
22385,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Athletic Club de Bilbao,Racing Santander,2,1,1.67,3.6,5.25,1.73,3.5,4.75,1,1
22386,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-15 00:00:00,Real Sporting de Gijón,Hércules Club de Fútbol,2,0,2.2,3.3,3.25,2.2,3.25,3.2,2,1
2639,England,England Premier League,2010/2011,23,2011-01-16 00:00:00,Liverpool,Everton,2,2,2.2,3.2,3.5,2.25,3.2,3.25,0,0
2640,England,England Premier League,2010/2011,23,2011-01-16 00:00:00,Sunderland,Newcastle United,1,1,2.2,3.25,3.4,2.1,3.2,3.5,0,0
2641,England,England Premier League,2010/2011,23,2011-01-16 00:00:00,Tottenham Hotspur,Manchester United,0,0,2.88,3.3,2.5,2.88,3.25,2.38,0,0
2644,England,England Premier League,2010/2011,23,2011-01-16 00:00:00,Birmingham City,Aston Villa,1,1,2.4,3.2,3.1,2.38,3.25,2.88,0,0
5653,France,France Ligue 1,2010/2011,20,2011-01-16 00:00:00,Olympique de Marseille,Girondins de Bordeaux,2,1,1.73,3.4,5.0,1.8,3.3,4.33,1,1
8507,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-16 00:00:00,Eintracht Frankfurt,Hannover 96,0,3,2.0,3.4,3.75,2.0,3.3,3.5,-3,1
8509,Germany,Germany 1. Bundesliga,2010/2011,18,2011-01-16 00:00:00,1. FC Kaiserslautern,1. FC Köln,1,1,1.91,3.5,4.2,2.0,3.4,3.4,0,0
11137,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Juventus,Bari,2,1,1.36,4.5,9.0,1.4,4.33,8.0,1,1
11138,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Catania,Chievo Verona,1,1,2.0,3.1,4.2,2.0,3.1,4.0,0,0
11140,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Genoa,Udinese,2,4,2.38,3.0,3.2,2.4,3.1,3.0,-2,1
11142,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Lazio,Sampdoria,1,0,1.8,3.25,5.0,1.8,3.3,4.75,1,1
11143,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Cesena,Roma,0,1,3.75,3.4,2.0,4.0,3.3,1.91,-1,1
11144,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Lecce,Milan,1,1,6.5,3.8,1.53,6.5,3.75,1.53,0,0
11145,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Cagliari,Palermo,3,1,2.5,3.0,3.0,2.5,3.1,2.88,2,1
11146,Italy,Italy Serie A,2010/2011,20,2011-01-16 00:00:00,Brescia,Parma,2,0,2.5,3.0,3.0,2.4,3.1,3.0,2,1
18178,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-16 00:00:00,FC Porto,Naval 1° de Maio,3,1,1.11,8.0,23.0,1.12,7.0,15.0,2,1
18181,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-16 00:00:00,"União de Leiria, SAD",SC Beira Mar,0,3,2.05,3.25,3.75,1.95,3.2,3.6,-3,1
18182,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-16 00:00:00,Vitória Setúbal,CS Marítimo,2,4,2.75,3.0,2.75,2.5,3.0,2.75,-2,1
18183,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-16 00:00:00,CD Nacional,Rio Ave FC,1,0,1.83,3.4,4.5,1.8,3.25,4.2,1,1
18184,Portugal,Portugal Liga ZON Sagres,2010/2011,16,2011-01-16 00:00:00,Académica de Coimbra,SL Benfica,0,1,6.0,3.8,1.57,5.0,3.5,1.62,-1,1
22378,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-16 00:00:00,UD Almería,Real Madrid CF,1,1,10.0,6.0,1.25,10.0,5.5,1.29,0,0
22383,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-16 00:00:00,Valencia CF,RC Deportivo de La Coruña,2,0,1.44,4.2,7.5,1.44,4.2,7.0,2,1
22384,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-16 00:00:00,FC Barcelona,Málaga CF,4,1,1.08,10.0,23.0,1.08,11.0,21.0,3,1
22387,Spain,Spain LIGA BBVA,2010/2011,19,2011-01-17 00:00:00,Atlético Madrid,RCD Mallorca,3,0,1.83,3.5,4.33,1.83,3.5,4.2,3,1
572,Belgium,Belgium Jupiler League,2010/2011,15,2011-01-18 00:00:00,KAS Eupen,KV Mechelen,0,1,2.4,3.4,2.8,2.5,3.2,2.5,-1,1
